"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CLDN3",9327.43383802766,0.0234615074814583,0.164242033140127,0.14284715692384,0.886410893105831,1
"ABHD11",2089.40309485682,-0.0752568312131986,0.19510479737886,-0.385725170391699,0.69970021947719,1
"ABHD11-AS1",19.9781199961448,-0.424096158069955,0.514297846629966,-0.824611965321117,0.409591926088812,1
"RN7SL265P",1.0957104172908,-0.697898367021812,2.56977021362631,-0.271580067089726,0.785944927744592,1
"LOC105375350",3.27477417654189,-0.890584784712358,1.24155018391034,-0.717316783690055,0.473178653470976,1
"STX1A",188.170888655599,0.0313674291823944,0.184425406871409,0.170081930220522,0.864945704057545,1
"BUD23",1584.97697782442,-0.0348174992111012,0.19193789971626,-0.181399813494737,0.856053765259245,1
"DNAJC30",606.145434600938,0.0606257692728795,0.177161966522532,0.342205330313765,0.732196374119043,1
"VPS37D",211.244895526726,0.0603949832121059,0.26754256746315,0.225739716056304,0.821403866325989,1
"MLXIPL",114.977813494381,-0.339459123255924,0.247868786913529,-1.369511375284,0.170839481495685,1
"TBL2",696.405085355172,-0.037882794598211,0.135482184465341,-0.279614583627429,0.779773217128159,1
"BCL7B",884.174758570772,-0.218127181585022,0.116479852023955,-1.87266018796248,0.0611153242799989,1
"BAZ1B",498.192744512138,0.14721152480286,0.219746713177976,0.669914569705672,0.502912251364278,1
"FZD9",25.8947843414198,0.273668393567546,0.547364043596213,0.499975102071976,0.617092608955427,1
"FKBP6",1.45402177545131,1.81313322870662,2.36277147337709,0.767375621864574,0.442858218457191,1
"TRIM50",2.71844438675423,-1.33250451058901,1.70166287192214,-0.783060224546042,0.433591747120114,1
"NSUN5",788.125450533613,-0.0913300740407685,0.176787816220567,-0.516608417894712,0.605429538220136,1
"POM121B",51.8601805910029,-0.213837950004158,0.288014878810292,-0.742454524875457,0.457811994508673,1
"GTF2IRD2P1",5.79010817311014,-0.221189685485896,0.895153203472312,-0.247097016050323,0.804833142993799,1
"PHB1P5",1.38935820013532,3.09790218059589,2.31774598413548,1.33660125043919,0.181352830654619,1
"GTF2IP4",447.491643267766,-0.0946751481061428,0.164598868173096,-0.575187114935566,0.565164756116276,1
"SPDYE10",2.45981569100607,1.16056591377166,1.41120371594179,0.822394315336063,0.410852513662079,1
"LOC124901670",1.48505564073543,0.439054885690325,1.58670282905303,0.27670895750048,0.782003593256815,1
"PMS2P7",13.3995414358762,-0.623578493005522,0.538189483240428,-1.15865975167513,0.246594902758536,1
"STAG3L3",145.680833326618,0.464219762458921,0.227647487115026,2.03920442233724,0.0414296297355247,1
"LOC124901672",35.8853726823593,-0.0959375114235794,0.41425888918934,-0.231588298832449,0.81685779664229,1
"LOC100101148",9.20213639180673,0.74771936599218,0.79956615524262,0.935156348339047,0.349707730784836,1
"TRIM74",9.30611369034426,0.751971592969576,0.783644081335198,0.959583069508217,0.337265093324827,1
"LOC124901671",4.40600123136116,0.0465758909006845,0.981110385297598,0.0474726306016592,0.962136543350095,1
"NSUN5P2",23.4729838652798,0.945971894381213,0.53177895214229,1.77888179020687,0.0752591441447259,1
"POM121",889.344739046234,0.0498513213108765,0.157971172981142,0.315572267839193,0.752327189862208,1
"SBDSP1",350.652304519593,-0.236771640263318,0.157163556192793,-1.50653017785414,0.131931126189731,1
"TYW1B",18.2079997877787,0.879282983555031,0.522472880254132,1.6829255963053,0.0923894958040371,1
"AUTS2",29.3205831111789,0.600928613593858,0.547418505984204,1.09774990619553,0.272313710998704,1
"CT66",1.55870629206093,-0.697066026509841,1.96389600175385,-0.354940396990131,0.722634243844412,1
"STAG3L4",309.306913926228,-0.00705535679413902,0.200805211378933,-0.0351353271445984,0.97197183180574,1
"SPDYE21",10.8748912295534,0.346349710469201,0.584336315690462,0.592723233468637,0.553366390073003,1
"PMS2P4",50.0270762440962,-0.529572086711929,0.395451876345209,-1.33915684407991,0.180519618322557,1
"LOC124901665",15.5656732176998,-0.357804008587006,0.529349234885581,-0.675931851803556,0.499083913707926,1
"LOC124901666",1.46980860107185,-4.29279642538298,2.18678872745753,-1.96305951804224,0.0496392586733518,1
"LOC124901664",3.45161352520907,0.187382199826119,1.0793444330536,0.173607417695194,0.862174002073521,1
"TYW1",196.931771228623,0.0554619151747238,0.250103564636327,0.221755796465238,0.824503991987011,1
"SBDS",800.406207504054,-0.0558248963183036,0.135015183034152,-0.413471248668254,0.67926138309884,1
"TMEM248",1347.7857237605,-0.0633287756051982,0.116079277973058,-0.545564864901183,0.585365081478774,1
"LINC02604",108.43883515989,-0.100083722391036,0.272170069220374,-0.367724940063115,0.713078342108348,1
"GTF2IP23",15.1897404022983,-0.411039397222988,0.705357143599924,-0.582739397980958,0.560068746787214,1
"GTF2IRD1P1",4.98732604568009,1.48162172914025,1.21252492730922,1.22193094407403,0.221733742395963,1
"LOC107986707",1.46343451334384,-1.91998134952214,2.27528940329545,-0.843840500791373,0.39875854014414,1
"RABGEF1",463.777196768554,0.128916023937028,0.170267420686473,0.757138526074294,0.448966874933268,1
"LOC100996437",34.7376681049275,-0.286792043502977,0.350784922302293,-0.817572322153089,0.413601437145485,1
"KCTD7",105.672642269101,0.155538493834267,0.293920964854584,0.529184755198457,0.596677290974044,1
"RPL35P5",7.39762668979327,0.518274597549123,0.876757878412568,0.591126250827077,0.554435832191484,1
"RABGEF1P1",196.552158056569,-0.213509497458912,0.205054907267673,-1.04123086008472,0.297768416439372,1
"LOC100420547",10.0652413695689,0.145294817949011,0.706190368246489,0.205744547762364,0.836990458825223,1
"LINC03011",33.4286142463142,-0.427452379413957,0.503537817122824,-0.848898265191653,0.395937904271396,1
"RABGEF1P2",20.2813894630881,0.0260445961128204,0.520562445230362,0.0500316462538802,0.960097169828686,1
"GTF2IP9",4.51438969356998,-0.197022666754707,1.05750293328625,-0.186309333575509,0.852202188475415,1
"LINC00174",88.4926925626375,-0.0389010293121748,0.376603782319149,-0.103294313914268,0.917729388320023,1
"TPST1",156.751698270633,0.358108215163416,0.2201218754279,1.62686336588438,0.103766120016825,1
"CRCP",859.099530757839,0.00452495072950062,0.113826732620644,0.0397529703727959,0.968290070773118,1
"ASL",1042.98291763351,-0.177843078958521,0.207824920038669,-0.85573510109101,0.392144320011535,1
"GUSB",1560.80208514604,0.0358734484018355,0.10487451409382,0.342060687592252,0.732305221623494,1
"VKORC1L1",658.899508126775,0.190306505105839,0.154068094407689,1.23521035187374,0.216752227597494,1
"LOC84214",6.00948066009495,0.0538124018474365,0.780673814518237,0.0689307119653357,0.945044772039101,1
"LOC124901659",1.35094797404631,-0.0781250569606533,1.79297747604057,-0.0435728044577429,0.965244930000713,1
"GTF2IP5",5.12535318111027,-0.429234105347077,1.00102801308402,-0.428793300224108,0.668073654990577,1
"SNORA15B-2",1.84128892310079,0.480275626429559,1.92210811247312,0.249869205229877,0.802688498622493,1
"CCT6P1",61.6116050893459,-0.0174012504325384,0.285247813245355,-0.0610039748755962,0.951356043460732,1
"INTS4P2",2.19116305992424,-0.278872256438372,1.42780601373601,-0.195315227527774,0.845146176793144,1
"LINC03006",28.1643763613027,0.227748215854231,0.482637576879382,0.471882478208175,0.637010675379983,1
"ZNF92",12.9790906169351,-0.0689818834689421,0.575752195294038,-0.119811759351978,0.904632266433629,1
"LOC105375334",4.78894996563075,-1.27602147838595,1.10527265046009,-1.15448570798778,0.248301094658258,1
"INTS4P1",2.86051853612569,-0.527322437461062,1.36116543515785,-0.387405104361845,0.69845632553678,1
"GTF2IP14",4.94184204351752,0.123651563588367,1.26581310212661,0.0976854824623225,0.922182043734142,1
"SNORA15B-1",1.05934581229646,2.13636752956395,2.47937548630868,0.861655502105732,0.388877119064477,1
"LOC124901663",3.60040885827558,-0.0860426870110112,1.04759452435398,-0.0821335784129562,0.934540491606697,1
"CCT6P3",45.2260508436958,0.0386389622505984,0.342503060770998,0.112813480158745,0.910178430950653,1
"ERV3-1",120.998201876488,0.157563811060465,0.240931180037289,0.653978497245892,0.513125659125418,1
"MTDHP1",1.06519531516887,-0.630488339346757,2.55249640172566,-0.247008512498002,0.804901636148116,1
"ZNF273",42.50717614072,0.198608547670379,0.379150714367586,0.523824801442489,0.600400401525998,1
"ZNF138",65.2116284452347,-0.411321201837376,0.326916061184562,-1.25818597087881,0.208324507408719,1
"LOC644387",2.01955875375866,0.918430923100765,1.75118133734193,0.524463631216414,0.599956109048053,1
"BNIP3P11",3.03493607797374,0.111473058066132,1.35472730744937,0.0822844992148345,0.934420480452305,1
"ZNF107",34.4150210938806,-0.28870710810075,0.443587395991219,-0.650846058093284,0.515145865164102,1
